#,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,,0:00:48,0:00:00.000,0:00:20.748,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,switching/test_portchannel.py,test_ft_portchannel_with_vlan_variations,Fail,0:01:52,0:00:00.000,0:00:58.538,0:00:00.000,0:01:48,0:00:00,0,0,Portchannel PortChannel7 on V2 with member ['Ethernet16'  'Ethernet20'] verification failed
3,switching/test_portchannel.py,test_ft_verify_min_links_functionality_by_flapping_all_member_ports_007,ConfigFail,0:00:39,0:00:00.000,0:00:19.943,0:00:00.000,0:00:00,0:00:00,0,0,pre-test configuration failed Invalid error code PortChannel Verification Failed : unknown message identifier 'PortChannel Verification Failed' @5430
4,system/test_lldp.py,test_ft_lldp_LocManAddrLen,Fail,0:00:00,0:00:35.291,0:00:49.656,0:00:00.000,0:00:30,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
5,system/test_lldp.py,test_ft_lldp_LocManAddrlfld,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
6,system/test_lldp.py,test_ft_lldp_LocManAddrEntry,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
7,system/test_lldp.py,test_ft_lldp_ConfigManAddrEntry,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
8,system/test_lldp.py,test_ft_lldp_lldplocportid,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
9,system/test_lldp.py,test_ft_lldp_lldplocsysname,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
10,system/test_lldp.py,test_ft_lldp_lldplocsysdesc,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
11,system/test_lldp.py,test_ft_lldp_rem_man_addr_table,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
12,system/test_lldp.py,test_ft_lldp_non_default_config,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
13,system/test_lldp.py,test_ft_lldp_docker_restart,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
14,system/test_lldp.py,test_lldp_verify_counters,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
15,system/test_lldp.py,test_ft_lldp_with_remote_server,Fail,0:00:00,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,0,0,module configuration failed. LLDP neighbors information is not found after polling @5445
16,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,,0:01:13,0:00:35.294,0:00:21.054,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
17,system/test_interface.py,test_ft_port_fn_verify_shut_noshut,Fail,0:01:17,0:00:21.839,0:00:28.988,0:00:00.000,0:00:00,0:00:00,0,0,interface is down on DUT ['Ethernet16']
