#,Feature,TestCase,Result,ResultType,ExecutedOn,Description,Function,Module,Devices,KnownIssue
1,Regression,FtOtSoRtBgpPlFn006,Pass,Mapped,2024-01-08 01:03:34,Test case passed,TestBGPRif.test_ft_bgp_v6_link_local_bgp,routing/BGP/test_bgp.py,"V1, V2",
2,In-Memory Debug Log,FtOpSoSysImLogFn018,Fail,SubTest,2024-01-08 01:03:34,Test case Failed.,TestBGPRif.test_ft_bgp_v6_link_local_bgp,routing/BGP/test_bgp.py,"V1, V2",
3,Regression,ft_bgp_v6peer_vtysh_clear,Pass,Mapped,2024-01-08 01:03:48,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V1, V2",
4,Regression,ft_bgp_v6peer_sonic_clear,Pass,Mapped,2024-01-08 01:03:48,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V1, V2",
5,Regression,ft_bgp_v6peer_auth_simple,Pass,Mapped,2024-01-08 01:03:48,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V1, V2",
6,Regression,ft_bgp_v4peer_vtysh_clear,Pass,Mapped,2024-01-08 01:03:48,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V1, V2",
7,Regression,ft_bgp_v4peer_sonic_clear,Pass,Mapped,2024-01-08 01:03:48,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V1, V2",
8,Regression,ft_bgp_v4peer_auth_simple,Pass,Mapped,2024-01-08 01:03:48,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V1, V2",
9,Regression,ft_bgp_v4peer_asn4,Pass,Mapped,2024-01-08 01:03:48,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V1, V2",
10,Regression,ft_bgp_sonic_show_summary_neigh,Pass,Mapped,2024-01-08 01:03:48,Test case passed,TestBGPRif.test_ft_bgp_clear,routing/BGP/test_bgp.py,"V1, V2",
11,Regression,ft_ipv4_bgp_ibgp_ebgp_traffic,Pass,Mapped,2024-01-08 01:07:19,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V1, V2",
12,Regression,ft_bgp_update_delay_timer,Pass,Mapped,2024-01-08 01:07:19,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V1, V2",
13,Regression,FtOtSoRtBgp4Fn049,Pass,Mapped,2024-01-08 01:07:19,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V1, V2",
14,Regression,FtOtSoRtBgp4Fn025,Pass,Mapped,2024-01-08 01:07:19,Test case passed,TestBGPRif.test_ft_bgp_peer_traffic_check,routing/BGP/test_bgp.py,"V1, V2",
15,Regression,FtOtSoRtBgp4Fn063,Pass,Mapped,2024-01-08 01:07:31,Test case passed,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,routing/BGP/test_bgp.py,"V1, V2",
16,Regression,FtOtSoRtBgp4Fn001,Fail,Mapped,2024-01-08 01:09:12,Test case Failed.,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,routing/BGP/test_bgp.py,"V1, V2",
17,Regression,FtOtSoRtBgp4Fn002,Pass,Mapped,2024-01-08 01:10:57,Test case passed,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,routing/BGP/test_bgp.py,"V1, V2",
18,Regression,FtOtSoRtBgp4Fn061,Pass,Mapped,2024-01-08 01:12:18,Test case passed,TestBGPRif.test_bgp_route_aggregation_4byteASN,routing/BGP/test_bgp.py,"V1, V2",
19,Regression,FtOtSoRtBgpPlFn001,Pass,Mapped,2024-01-08 01:13:19,Test case passed,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,routing/BGP/test_bgp.py,"V1, V2",
20,Regression,FtOtSoRtBgp4Fn060,Pass,Mapped,2024-01-08 01:13:52,Test case passed,TestBGPRif.test_ft_bgp_v4_dyn_nbr,routing/BGP/test_bgp.py,"V1, V2",
21,Regression,FtOtSoRtBgpPlFn004,Pass,Mapped,2024-01-08 01:14:23,Test case passed,TestBGPRif.test_ft_bgp_v6_dyn_nbr,routing/BGP/test_bgp.py,"V1, V2",
22,Regression,FtOtSoRtBgp4Fn019,Pass,Mapped,2024-01-08 01:16:38,Test case passed,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,routing/BGP/test_bgp.py,"V1, V2",
23,Regression,FtOtSoRtBgp4Fn078,Pass,Mapped,2024-01-08 01:16:57,Test case passed,TestBGPRif.test_ft_bgp_rmap,routing/BGP/test_bgp.py,"V1, V2",
24,Regression,FtOtSoRtBgp4Fn034,Pass,Mapped,2024-01-08 01:18:53,The operation is successful,TestBGPIPvxRouteAdvertisementFilter.test_redistribute_connected_ipv4,routing/BGP/test_bgp.py,"V1, V2",
