#,Module,Function,Result,Test Time,Helper Time,CMD Time,TG Time,Wait,TGWait,PROMPT NFOUND,TECH SUPPORT,Description
1,routing/VRF/test_vrf.py,test_VrfFun001_06,,0:08:09,0:00:00.000,0:02:44.277,0:00:00.000,0:00:00,0:00:00,0,0,Module Configuration
2,routing/VRF/test_vrf.py,test_VrfFun001_06,Fail,0:00:40,0:00:00.000,0:00:26.070,0:00:00.000,0:00:00,0:00:00,0,0,STEP 12 FAIL: IPv4 BGP session on VRF-102 did not come up
3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:29,0:00:00.000,0:00:10.896,0:00:00.000,0:00:05,0:00:00,0,0,Test case passed
4,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Fail,0:02:29,0:00:00.000,0:02:14.735,0:00:00.000,0:00:00,0:00:00,0,0,Static route between VRFs failed for VRf-101  VRF-102 and VRF-103. STEP 3 FAIL: IPv4 Ping from Vrf-102-DUT1 to Vrf-102-DUT2 failed after static route configuration. STEP 4 FAIL: IPv6 Ping from Vrf-102-DUT1 to Vrf-102-DUT2 failed after static route configuration. STEP 5 FAIL: IPv4 Ping from Vrf-103-DUT1 to Vrf-103-DUT2 failed after static route configuration. STEP 6 FAIL: IPv6 Ping from Vrf-103-DUT1 to Vrf-103-DUT2 failed after static route configuration
5,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Fail,0:01:02,0:00:00.000,0:00:58.578,0:00:00.000,0:00:00,0:00:00,0,0,Static route between VRFs failed for VRf-101  VRF-102 and VRF-103. STEP 1 FAIL: IPv4 BGP session on VRF-102 did not come up. STEP 2 FAIL: IPv6 BGP session on VRF-102 did not come up. STEP 3 FAIL: IPv4 BGP session on VRF-103 did not come up. STEP 4 FAIL: IPv6 BGP session on VRF-103 did not come up
6,routing/VRF/test_vrf.py,test_VrfFun_05_50,Fail,0:06:56,0:00:00.000,0:01:33.837,0:00:00.000,0:04:16,0:00:00,0,0,Save and reload with VRF configuration failed. STEP 1 FAIL: IPv4 BGP session on VRF-102 did not come up. STEP 2 FAIL: IPv6 BGP session on VRF-102 did not come up. STEP 3 FAIL: IPv4 BGP session on VRF-103 did not come up. STEP 4 FAIL: IPv6 BGP session on VRF-103 did not come up. STEP 5 FAIL: IPv4 BGP session on VRF-102 did not come up. STEP 6 FAIL: IPv6 BGP session on VRF-102 did not come up. STEP 7 FAIL: IPv4 BGP session on VRF-103 did not come up. STEP 8 FAIL: IPv6 BGP session on VRF-103 did not come up
7,routing/VRF/test_vrf_scale.py,test_vrf_scale,,0:22:47,0:39:38.798,0:01:23.993,0:00:00.000,0:00:30,0:00:00,0,0,Module Configuration
8,routing/VRF/test_vrf_scale.py,test_vrf_scale,Fail,0:06:52,0:00:00.000,0:00:00.000,0:00:00.000,0:00:00,0:00:00,1,0,Command 'show vrf' failed to give required prompt  recovered using CR
9,routing/VRF/test_vrf_scale.py,test_vrf_route_leak,Pass,0:02:07,0:00:00.000,0:00:49.778,0:00:00.000,0:01:00,0:00:10,0,0,Test case passed
10,routing/VRF/test_vrf_scale.py,test_vrf_bgp,Fail,0:12:45,0:00:00.000,0:13:40.048,0:00:00.000,0:00:10,0:00:00,0,0,Test case Failed.
11,routing/VRF/test_vrf_scale.py,test_vrf_reload,Fail,0:09:54,0:00:00.000,0:02:53.748,0:00:00.000,0:00:00,0:00:00,1,0,Command 'show vrf' failed to give required prompt  recovered using CR
