#,Node,Module,TestFunction,Result,TimeTaken,ExecutedOn,Syslogs,FCLI,TSSH,DCNT,Description,Devices,KnownIssue,Doc
1,gw1,routing/BGP/test_bgp_4node.py,,,0:01:21,2024-01-07 00:58:56,0,1,0,4,Module Prolog,"V1, V2, V3, V4",,
2,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_route_distribution,Pass,0:00:22,2024-01-07 00:59:11,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
3,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_ipv6_confed_with_rr,Pass,0:00:47,2024-01-07 00:59:58,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
4,gw1,routing/BGP/test_bgp_4node.py,TestBGPConfed.test_confed_route_distribution_with_rmap,Pass,0:00:38,2024-01-07 01:00:36,0,1,0,4,Test case passed,"V1, V2, V3, V4",,
5,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ibgp_RR_Loop,Pass,0:00:37,2024-01-07 01:01:18,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of iBGP Route-Reflector cluster loop
6,gw1,routing/BGP/test_bgp_4node.py,test_ft_bgp_ebgp_community_map,Pass,0:04:20,2024-01-07 01:05:38,0,1,0,4,Test case passed,"V1, V2, V3, V4",,Verify the functioning of eBGP communities
7,gw1,routing/BGP/test_bgp_4node.py,,,0:00:17,2024-01-07 01:05:54,0,1,0,4,Module Epilog,"V1, V2, V3, V4",,
8,gw2,routing/BGP/test_bgp.py,,,0:03:31,2024-01-07 01:13:55,0,1,0,2,Module Prolog,"V1, V2",,
9,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_link_local_bgp,Pass,0:00:23,2024-01-07 01:14:13,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peer session is established with v6 link local address
10,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_clear,Pass,0:00:14,2024-01-07 01:14:27,0,1,0,2,Test case passed,"V1, V2",,
11,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_peer_traffic_check,Pass,0:03:31,2024-01-07 01:17:57,0,1,0,2,Test case passed,"V1, V2",,
12,gw3,routing/VRF/test_vrf.py,,,0:07:43,2024-01-07 01:18:01,0,1,0,2,Module Prolog,"V3, V4",,
13,gw3,routing/VRF/test_vrf.py,test_VrfFun001_06,DUTFail,0:00:10,2024-01-07 01:18:06,0,1,0,2,config command 'sudo sonic_installer list' failed,"V3, V4",,
14,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_graceful_restart_and_aware_routers,Pass,0:00:13,2024-01-07 01:18:09,0,1,0,2,Test case passed,"V1, V2",,
15,gw3,routing/VRF/test_vrf.py,test_VrfFun_26_27,Pass,0:00:28,2024-01-07 01:18:33,0,1,0,2,Test case passed,"V3, V4",,
16,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_no_route_aggregation_for_exact_prefix_match,Fail,0:01:41,2024-01-07 01:19:50,0,1,0,2,Test case Failed.,"V1, V2",,
17,gw3,routing/VRF/test_vrf.py,test_VrfFun_10_12_14,Pass,0:01:51,2024-01-07 01:20:24,0,1,0,2,Test case passed,"V3, V4",,
18,gw3,routing/VRF/test_vrf.py,test_VrfFun_20_24_25_32_33_44_45,Pass,0:00:44,2024-01-07 01:21:07,0,1,0,2,Test case passed,"V3, V4",,
19,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv4_route_aggregation_atomic_aggregate_without_as_set,Fail,0:01:41,2024-01-07 01:21:31,0,1,0,2,Test case Failed.,"V1, V2",,
20,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_bgp_route_aggregation_4byteASN,Fail,0:00:40,2024-01-07 01:22:10,0,1,0,2,Test case Failed Neighbour is failed to Establish between Leaf - TG,"V1, V2",,
21,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_ipv6_route_aggregation_with_as_set,Pass,0:01:02,2024-01-07 01:23:11,0,1,0,2,Test case passed,"V1, V2",,
22,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_dyn_nbr,Pass,0:00:33,2024-01-07 01:23:44,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peering is formed with dynamic neighbors having 4btye ASN
23,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v6_dyn_nbr,Pass,0:00:31,2024-01-07 01:24:14,0,1,0,2,Test case passed,"V1, V2",,Verify that ipv6 BGP peering is formed with dynamic neighbors
24,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_v4_max_dyn_nbr,Pass,0:02:17,2024-01-07 01:26:31,0,1,0,2,Test case passed,"V1, V2",,Verify that BGP peering is established with maximum supported dynamic neighbors with maximum listen ranges at once
25,gw2,routing/BGP/test_bgp.py,TestBGPRif.test_ft_bgp_rmap,Pass,0:00:19,2024-01-07 01:26:49,0,1,0,2,Test case passed,"V1, V2",,Verify a route map application after route has been installed
26,gw3,routing/VRF/test_vrf.py,test_VrfFun_05_50,Pass,0:06:57,2024-01-07 01:28:04,0,1,0,2,Test case passed,"V3, V4",,
